client_id,segment,avg_monthly_balance,txn_frequency_monthly
CLTIND01811,dormant,841.35,5
CLTIND01812,dormant,2664.04,8
CLTIND01814,dormant,1107.74,15
CLTIND01815,dormant,1595.37,7
CLTIND01816,dormant,505.43,5
CLTIND01817,dormant,5403.41,7
CLTIND01818,dormant,4760.57,7
CLTIND01819,dormant,1872.08,11
CLTIND01820,dormant,2826.71,12
CLTIND01821,dormant,345.48,11
CLTIND01823,dormant,2314.79,12
CLTIND01824,dormant,24166.1,24
CLTIND01825,dormant,1208.9,4
CLTIND01826,dormant,1639.25,8
CLTIND01827,dormant,12289.92,12
CLTIND01828,dormant,6965.03,6
CLTIND01832,dormant,1242.4,24
CLTIND01833,dormant,9749.66,6
CLTIND01834,dormant,593.07,2
CLTIND01835,dormant,1491.92,16
CLTIND01836,dormant,7452.95,13
CLTIND01837,dormant,5395.02,9
CLTIND01838,dormant,1178.96,4
CLTIND01839,dormant,1841.42,14
CLTIND01840,dormant,4436.3,9
CLTIND01841,dormant,6227.37,14
CLTIND01843,dormant,2018.21,4
CLTIND01844,dormant,10257.53,11
CLTIND01846,dormant,1349.95,8
CLTIND01847,dormant,1968.96,2
CLTIND01848,dormant,6951.11,5
CLTIND01849,dormant,5952.15,2
CLTIND01851,dormant,1496.28,18
CLTIND01852,dormant,2952.58,9
CLTIND01853,dormant,3014.6,18
CLTIND01854,dormant,3428.93,11
CLTIND01855,dormant,6226.57,19
CLTIND01856,dormant,3982.96,19
CLTIND01858,dormant,3560.63,6
CLTIND01859,dormant,1022.85,19
CLTIND01860,dormant,3912.07,17
CLTIND01861,dormant,2931.63,6
CLTIND01862,dormant,2853.34,5
CLTIND01863,dormant,3579.53,14
CLTIND01864,dormant,571.75,8
CLTIND01865,dormant,2057.22,3
CLTIND01867,dormant,4744.85,9
CLTIND01868,dormant,9694.75,17
CLTIND01869,dormant,8029.1,15
CLTIND01870,dormant,21268.75,4
CLTIND01871,dormant,8447.35,11
CLTIND01872,dormant,12377.69,6
CLTIND01873,dormant,9550.65,12
CLTIND01874,dormant,2018.89,6
CLTIND01875,dormant,6556.69,20
CLTIND01878,dormant,20175.39,11
CLTIND01880,dormant,3301.81,20
CLTIND01882,dormant,543.0,5
CLTIND01883,dormant,13876.67,18
CLTIND01884,dormant,2146.25,11
CLTIND01885,dormant,6966.39,4
CLTIND01886,dormant,16539.99,13
CLTIND01887,dormant,64800.13,11
CLTIND01888,dormant,7482.1,8
CLTIND01890,dormant,9455.34,3
CLTIND01891,dormant,9816.37,16
CLTIND01892,dormant,5087.38,7
CLTIND01893,dormant,740.78,19
CLTIND01894,dormant,1537.79,7
CLTIND01895,dormant,7848.74,8
CLTIND01896,dormant,4139.0,20
CLTIND01897,dormant,588.01,18
CLTIND01898,dormant,4036.93,17
CLTIND01900,dormant,1702.3,11
CLTIND01901,dormant,5246.92,17
CLTIND01902,dormant,703.15,18
CLTIND01903,dormant,1080.19,13
CLTIND01904,dormant,11412.97,23
CLTIND01905,dormant,1741.11,11
CLTIND01906,dormant,618.77,5
CLTIND01908,dormant,2934.68,4
CLTIND01909,dormant,593.57,9
CLTIND01910,dormant,11388.56,7
CLTIND01911,dormant,3714.0,13
CLTIND01912,dormant,42425.15,5
CLTIND01915,dormant,1872.09,7
CLTIND01916,dormant,17100.17,17
CLTIND01917,dormant,8665.73,17
CLTIND01919,dormant,4635.67,5
CLTIND01921,dormant,17746.22,10
CLTIND01922,dormant,12994.18,13
CLTIND01923,dormant,1736.95,15
CLTIND01924,dormant,10829.01,9
CLTIND01925,dormant,1700.53,16
CLTIND01926,dormant,35299.82,25
CLTIND01927,dormant,1935.12,4
CLTIND01928,dormant,3831.39,10
CLTIND01929,dormant,1449.19,6
CLTIND01930,dormant,3840.23,10
CLTIND01931,dormant,461.8,13
CLTIND01932,dormant,7719.53,21
CLTIND01933,dormant,2658.4,9
CLTIND01934,dormant,926.96,8
CLTIND01935,dormant,875.11,9
CLTIND01936,dormant,1550.55,4
CLTIND01938,dormant,6885.76,28
CLTIND01939,dormant,1403.32,11
CLTIND01940,dormant,14725.2,12
CLTIND01941,dormant,17474.53,11
CLTIND01942,dormant,1221.98,24
CLTIND01944,dormant,23097.44,14
CLTIND01946,dormant,2128.2,8
CLTIND01947,dormant,4069.8,12
CLTIND01948,dormant,993.35,9
CLTIND01949,dormant,1720.31,9
CLTIND01950,dormant,1006.14,17
CLTIND01951,dormant,2648.31,10
CLTIND01952,dormant,8056.57,26
CLTIND01953,dormant,5427.9,17
CLTIND01954,dormant,3015.94,5
CLTIND01955,dormant,34228.43,8
CLTIND01957,dormant,22264.84,11
CLTIND01958,dormant,774.49,9
CLTIND01959,dormant,2343.91,5
CLTIND01961,dormant,860.26,9
CLTIND01962,dormant,6709.75,10
CLTIND01963,dormant,3917.47,16
CLTIND01964,dormant,4789.49,13
CLTIND01965,dormant,476.72,7
CLTIND01966,dormant,1376.92,11
CLTIND01967,dormant,13603.43,10
CLTIND01968,dormant,2767.16,15
CLTIND01969,dormant,8561.56,12
CLTIND01970,dormant,873.15,6
CLTIND01972,dormant,15155.13,11
CLTIND01973,dormant,6547.61,12
CLTIND01974,dormant,691.89,22
CLTIND01975,dormant,3067.22,18
CLTIND01977,dormant,6745.12,6
CLTIND01978,dormant,5247.47,9
CLTIND01979,dormant,5231.77,11
CLTIND01980,dormant,12333.79,25
CLTIND01981,dormant,947.31,3
CLTIND01983,dormant,1035.14,3
CLTIND01984,dormant,8496.95,14
CLTIND01985,dormant,2923.63,9
CLTIND01986,dormant,827.46,12
CLTIND01987,dormant,3920.17,5
CLTIND01988,dormant,13887.8,15
CLTIND01989,dormant,4247.19,3
CLTIND01990,dormant,2946.34,5
CLTIND01992,dormant,2344.75,6
CLTIND01993,dormant,4390.14,9
CLTIND01994,dormant,9092.35,7
CLTIND01995,dormant,9848.44,7
CLTIND01997,dormant,2126.26,3
CLTIND01998,dormant,5254.21,10
CLTIND02000,dormant,4257.18,7
CLTIND02004,dormant,4075.45,22
CLTIND02005,dormant,8452.43,9
CLTIND02008,dormant,257.16,8
CLTIND02010,dormant,2282.66,7
CLTIND02011,dormant,1135.81,10
CLTIND02012,dormant,42248.12,8
CLTIND02014,dormant,6562.47,14
CLTIND02015,dormant,1173.44,7
CLTIND02016,dormant,1712.48,4
CLTIND02017,dormant,4672.76,22
CLTIND02019,dormant,20127.33,14
CLTIND02020,dormant,10282.39,9
CLTIND02021,dormant,4646.17,16
CLTIND02023,dormant,400.46,5
CLTIND02024,dormant,4158.37,13
CLTIND02026,dormant,3061.02,20
CLTIND02027,dormant,5950.31,7
CLTIND02028,dormant,2657.47,15
CLTIND02029,dormant,3185.78,19
CLTIND02032,dormant,7182.01,6
CLTIND02034,dormant,5011.32,5
CLTIND02036,dormant,8863.81,5
CLTIND02037,dormant,10768.31,10
CLTIND02038,dormant,7977.99,4
CLTIND02039,dormant,1175.0,3
CLTIND02042,dormant,1622.01,4
CLTIND02043,dormant,9857.92,11
CLTIND02044,dormant,9178.44,12
CLTIND02045,dormant,2644.69,25
CLTIND02046,dormant,13236.39,8
CLTIND02047,dormant,9229.82,15
CLTIND02048,dormant,6925.17,17
CLTIND02049,dormant,1272.15,6
CLTIND02051,dormant,3031.19,19
CLTIND02052,dormant,5595.43,7
CLTIND02053,dormant,1290.07,12
CLTIND02054,dormant,1500.8,18
CLTIND02055,dormant,8721.2,11
CLTIND02056,dormant,10983.23,7
CLTIND02057,dormant,6136.2,5
CLTIND02058,dormant,1450.29,10
CLTIND02060,dormant,7779.19,9
CLTIND02061,dormant,9141.92,15
CLTIND02062,dormant,14859.95,22
CLTIND02064,dormant,1960.87,6
CLTIND02066,dormant,785.61,11
CLTIND02067,dormant,7431.81,7
CLTIND02068,dormant,3612.19,8
CLTIND02069,dormant,698.97,7
CLTIND02070,dormant,17690.74,14
CLTIND02071,dormant,2535.4,3
CLTIND02072,dormant,495.16,7
CLTIND02073,dormant,1001.05,6
CLTIND02074,dormant,1970.15,17
CLTIND02075,dormant,2550.24,4
CLTIND02076,dormant,3724.39,10
CLTIND02077,dormant,7047.78,10
CLTIND02078,dormant,4372.3,12
CLTIND02079,dormant,38821.25,20
CLTIND02080,dormant,3831.32,22
CLTIND02081,dormant,10372.16,11
CLTIND02083,dormant,395.98,9
CLTIND02084,dormant,5439.82,8
CLTIND02085,dormant,33504.81,9
CLTIND02086,dormant,2613.36,10
CLTIND02089,dormant,1072.77,2
CLTIND02090,dormant,554.83,20
CLTIND02091,dormant,3186.71,13
CLTIND02092,dormant,1140.83,13
CLTIND02093,dormant,3158.76,22
CLTIND02095,dormant,1373.63,10
CLTIND02096,dormant,1030.69,4
CLTIND02099,dormant,1082.25,10
CLTIND02100,dormant,2633.34,14
CLTIND02101,dormant,6861.98,13
CLTIND02102,dormant,1738.77,11
CLTIND02103,dormant,3411.86,11
CLTIND02104,dormant,2615.91,4
CLTIND02105,dormant,828.24,8
CLTIND02106,dormant,12692.02,12
CLTIND02107,dormant,2897.45,6
CLTIND02108,dormant,5534.18,13
CLTIND02109,dormant,884.31,15
CLTIND02111,dormant,12184.86,4
CLTIND02113,dormant,2005.52,4
CLTIND02114,dormant,11042.81,16
CLTIND02115,dormant,4804.95,10
CLTIND02116,dormant,4641.46,15
CLTIND02117,dormant,4314.59,8
CLTIND02118,dormant,2946.61,6
CLTIND02119,dormant,11501.9,19
CLTIND02120,dormant,35269.2,8
CLTIND02122,dormant,10453.13,12
CLTIND02124,dormant,5075.21,24
CLTIND02125,dormant,5469.17,12
CLTIND02126,dormant,2842.32,12
CLTIND02127,dormant,27332.52,14
CLTIND02128,dormant,6755.13,10
CLTIND02130,dormant,5245.18,27
CLTIND02131,dormant,1228.85,7
CLTIND02132,dormant,5170.53,7
CLTIND02134,dormant,15679.4,4
CLTIND02135,dormant,1786.99,7
CLTIND02136,dormant,1414.3,3
CLTIND02137,dormant,2027.59,15
CLTIND02138,dormant,8145.23,4
CLTIND02140,dormant,557.14,22
CLTIND02141,dormant,5378.23,11
CLTIND02142,dormant,3689.22,11
CLTIND02143,dormant,6542.77,13
CLTIND02144,dormant,1483.77,5
CLTIND02145,dormant,596.07,10
CLTIND02147,dormant,15784.79,10
CLTIND02149,dormant,15630.96,20
CLTIND02150,dormant,4952.57,17
CLTIND02151,dormant,5886.33,4
CLTIND02153,dormant,7383.19,15
CLTIND02154,dormant,2264.85,8
CLTIND02155,dormant,8644.85,7
CLTIND02157,dormant,3568.59,16
CLTIND02158,dormant,1447.66,18
CLTIND02159,dormant,11908.95,7
CLTIND02161,dormant,7193.02,3
CLTIND02162,dormant,16574.81,11
CLTIND02163,dormant,8072.38,20
CLTIND02165,dormant,640.09,11
CLTIND02166,dormant,1754.34,8
CLTIND02167,dormant,1463.1,23
CLTIND02168,dormant,12294.12,9
CLTIND02169,dormant,7506.56,12
CLTIND02170,dormant,2764.58,14
CLTIND02172,dormant,1614.51,8
CLTIND02173,dormant,461.67,12
CLTIND02174,dormant,1917.25,11
CLTIND02175,dormant,2110.9,6
CLTIND02176,dormant,580.1,15
CLTIND02177,dormant,2643.34,20
CLTIND02178,dormant,2368.48,6
CLTIND02179,dormant,2028.85,9
CLTIND02181,dormant,9733.81,8
CLTIND02182,dormant,806.42,12
CLTIND02183,dormant,2410.43,8
CLTIND02184,dormant,1249.5,10
CLTIND02185,dormant,6005.57,10
CLTIND02186,dormant,7905.85,10
CLTIND02187,dormant,2857.25,5
CLTIND02188,dormant,6946.61,9
CLTIND02189,dormant,472.8,14
CLTIND02190,dormant,6841.32,11
CLTIND02191,dormant,20126.85,28
CLTIND02192,dormant,17460.75,11
CLTIND02193,dormant,5175.15,11
CLTIND02194,dormant,6550.3,13
CLTIND02195,dormant,632.92,10
CLTIND02196,dormant,2156.68,12
CLTIND02197,dormant,5572.43,6
CLTIND02198,dormant,6160.96,29
CLTIND02199,dormant,2248.17,10
CLTIND02200,dormant,334.61,18
CLTIND02201,dormant,1121.05,14
CLTIND02202,dormant,347.46,12
CLTIND02204,dormant,2120.82,4
CLTIND02205,dormant,2105.94,12
CLTIND02206,dormant,2676.79,18
CLTIND02207,dormant,2188.38,17
CLTIND02210,dormant,11274.42,14
CLTIND02211,dormant,2243.45,12
CLTIND02212,dormant,5425.71,18
CLTIND02213,dormant,3218.99,9
CLTIND02214,dormant,3049.02,10
CLTIND02215,dormant,4164.36,14
CLTIND02216,dormant,12250.24,19
CLTIND02217,dormant,38534.58,11
CLTIND02218,dormant,1829.15,8
CLTIND02219,dormant,5372.7,9
CLTIND02220,dormant,2746.17,9
CLTIND02221,dormant,6579.32,9
CLTIND02222,dormant,909.05,8
CLTIND02223,dormant,9239.42,1
CLTIND02225,dormant,18830.3,11
CLTIND02226,dormant,2746.32,16
CLTIND02227,dormant,2151.19,5
CLTIND02228,dormant,2916.61,6
CLTIND02229,dormant,567.35,14
CLTIND02230,dormant,1472.25,9
CLTIND02231,dormant,3951.8,9
CLTIND02233,dormant,973.25,9
CLTIND02234,dormant,3310.84,16
CLTIND02235,dormant,1262.73,3
CLTIND02236,dormant,1961.74,13
CLTIND02237,dormant,1637.05,5
CLTIND02238,dormant,41011.48,8
CLTIND02239,dormant,739.85,13
CLTIND02240,dormant,3978.92,4
CLTIND02242,dormant,1199.24,14
CLTIND02243,dormant,516.93,10
CLTIND02244,dormant,3054.01,13
CLTIND02245,dormant,2089.64,15
CLTIND02246,dormant,23468.42,20
CLTIND02247,dormant,4799.53,11
CLTIND02248,dormant,8478.2,7
CLTIND02249,dormant,2733.66,7
CLTIND02251,dormant,1495.24,9
CLTIND02252,dormant,2620.56,8
CLTIND02254,dormant,6418.35,10
CLTIND02255,dormant,10689.55,7
CLTIND02256,dormant,1410.08,13
CLTIND02257,dormant,1661.05,15
CLTIND02258,dormant,7053.1,9
CLTIND02259,dormant,6713.38,12
CLTIND02260,dormant,972.9,16
CLTIND02263,dormant,6517.78,22
CLTIND02267,dormant,2581.85,6
CLTIND02268,dormant,7713.43,17
CLTIND02269,dormant,13878.7,2
CLTIND02270,dormant,6632.04,8
CLTIND02271,dormant,2535.83,11
CLTIND02273,dormant,410.03,12
CLTIND02274,dormant,564.24,9
CLTIND02275,dormant,6197.98,22
CLTIND02278,dormant,4932.3,20
CLTIND02279,dormant,7092.11,7
CLTIND02280,dormant,1126.05,12
CLTIND02281,dormant,6360.73,22
CLTIND02282,dormant,2780.38,8
CLTIND02283,dormant,15296.77,25
CLTIND02284,dormant,9569.92,5
CLTIND02285,dormant,2915.5,10
CLTIND02286,dormant,1832.97,15
CLTIND02287,dormant,2944.59,11
CLTIND02288,dormant,2790.81,9
CLTIND02289,dormant,1957.58,16
CLTIND02290,dormant,17850.1,11
CLTIND02291,dormant,2609.71,9
CLTIND02292,dormant,791.67,4
CLTIND02293,dormant,2429.25,12
CLTIND02294,dormant,1643.07,21
CLTIND02295,dormant,9364.4,17
CLTIND02297,dormant,12054.63,17
CLTIND02298,dormant,6845.28,10
CLTIND02299,dormant,6416.62,11
CLTIND02300,dormant,1191.32,7
CLTIND02301,dormant,460.09,3
CLTIND02303,dormant,21568.69,6
CLTIND02304,dormant,7369.6,8
CLTIND02305,dormant,2003.95,17
CLTIND02306,dormant,5871.33,8
CLTIND02307,dormant,4554.34,25
CLTIND02309,dormant,2017.93,12
CLTIND02310,dormant,3295.52,8
CLTIND02311,dormant,27818.17,16
CLTIND02312,dormant,6785.1,9
CLTIND02313,dormant,5271.54,13
CLTIND02314,dormant,4481.29,20
CLTIND02316,dormant,1554.76,11
CLTIND02317,dormant,3344.68,10
CLTIND02318,dormant,1921.11,5
CLTIND02319,dormant,3497.27,11
CLTIND02320,dormant,1395.22,11
CLTIND02322,dormant,2406.13,9
CLTIND02323,dormant,5112.8,10
CLTIND02325,dormant,5250.47,12
CLTIND02326,dormant,4622.89,20
CLTIND02327,dormant,6434.25,6
CLTIND02328,dormant,2123.13,5
CLTIND02329,dormant,15581.13,16
CLTIND02330,dormant,1753.92,11
CLTIND02331,dormant,423.51,6
CLTIND02333,dormant,5108.19,9
CLTIND02334,dormant,8091.87,9
CLTIND02335,dormant,2207.11,4
CLTIND02336,dormant,8624.54,7
CLTIND02337,dormant,3925.91,22
CLTIND02338,dormant,6370.59,8
CLTIND02339,dormant,3544.37,19
CLTIND02340,dormant,2490.4,13
CLTIND02341,dormant,5722.76,12
CLTIND02342,dormant,5717.3,15
CLTIND02343,dormant,6632.13,13
CLTIND02344,dormant,5733.13,11
CLTIND02345,dormant,7587.78,6
CLTIND02346,dormant,4614.47,16
CLTIND02347,dormant,17179.92,13
CLTIND02348,dormant,5692.49,3
CLTIND02349,dormant,2845.02,12
CLTIND02350,dormant,1200.19,13
CLTIND02351,dormant,5150.98,16
CLTIND02353,dormant,467.38,9
CLTIND02354,dormant,2591.13,6
CLTIND02355,dormant,1207.75,10
CLTIND02356,dormant,3539.89,15
CLTIND02357,dormant,3664.88,18
CLTIND02358,dormant,364.56,6
CLTIND02360,dormant,8599.65,9
CLTIND02361,dormant,3817.49,10
CLTIND02362,dormant,9211.21,8
CLTIND02363,dormant,3510.8,4
CLTIND02364,dormant,1404.13,8
CLTIND02365,dormant,1370.39,12
CLTIND02367,dormant,992.41,14
CLTIND02368,dormant,6454.51,10
CLTIND02369,dormant,3006.66,6
CLTIND02370,dormant,1882.28,12
CLTIND02371,dormant,8325.58,1
CLTIND02372,dormant,9092.41,8
CLTIND02373,dormant,8717.66,7
CLTIND02374,dormant,1604.54,33
CLTIND02375,dormant,4296.23,11
CLTIND02376,dormant,262.22,4
CLTIND02377,dormant,8039.65,15
CLTIND02379,dormant,450.89,6
CLTIND02380,dormant,1286.79,6
CLTIND02381,dormant,4565.68,14
CLTIND02383,dormant,5814.09,14
CLTIND02384,dormant,1908.57,3
CLTIND02387,dormant,1064.57,5
CLTIND02388,dormant,2948.58,6
CLTIND02389,dormant,1027.36,13
CLTIND02390,dormant,4801.82,10
CLTIND02391,dormant,9244.62,18
CLTIND02392,dormant,7936.82,17
CLTIND02393,dormant,6383.84,26
CLTIND02396,dormant,1274.78,5
CLTIND02398,dormant,13407.64,10
CLTIND02400,dormant,1263.8,8
CLTIND02403,dormant,868.91,3
CLTIND02405,dormant,4261.63,6
CLTIND02406,dormant,3133.73,14
CLTIND02407,dormant,1953.51,17
CLTIND02411,dormant,9710.56,10
CLTIND02412,dormant,18855.29,10
CLTIND02413,dormant,1913.63,13
CLTIND02414,dormant,16265.06,20
CLTIND02415,dormant,3453.31,12
CLTIND02416,dormant,12212.87,6
CLTIND02417,dormant,1812.67,10
CLTIND02418,dormant,1706.41,7
CLTIND02419,dormant,12113.26,14
CLTIND02421,dormant,12627.83,17
CLTIND02422,dormant,1868.9,8
CLTIND02423,dormant,3007.31,10
CLTIND02424,dormant,2201.94,12
CLTIND02425,dormant,1331.74,8
CLTIND02426,dormant,23896.72,2
CLTIND02427,dormant,18537.94,14
CLTIND02428,dormant,1476.98,12
CLTIND02429,dormant,2399.98,16
CLTIND02430,dormant,1265.68,17
CLTIND02431,dormant,1614.53,17
CLTIND02433,dormant,999.3,8
CLTIND02436,dormant,8480.08,9
CLTIND02437,dormant,4042.38,9
CLTIND02438,dormant,7051.67,19
CLTIND02439,dormant,5497.28,12
CLTIND02440,dormant,4884.62,16
CLTIND02441,dormant,926.88,13
CLTIND02442,dormant,3235.38,13
CLTIND02443,dormant,9158.3,10
CLTIND02444,dormant,37747.09,9
CLTIND02445,dormant,1798.55,6
CLTIND02446,dormant,10336.38,9
CLTIND02447,dormant,4327.44,14
CLTIND02448,dormant,3051.69,9
CLTIND02449,dormant,1176.17,5
CLTIND02450,dormant,1175.83,6
CLTIND02451,dormant,333.93,10
CLTIND02452,dormant,2100.58,6
CLTIND02453,dormant,3833.03,16
CLTIND02454,dormant,1050.53,4
CLTIND02455,dormant,3141.76,4
CLTIND02456,dormant,6252.22,9
CLTIND02459,dormant,683.41,8
CLTIND02460,dormant,972.3,8
CLTIND02461,dormant,3374.12,5
CLTIND02463,dormant,981.92,6
CLTIND02464,dormant,804.09,8
CLTIND02465,dormant,5275.83,32
CLTIND02467,dormant,992.86,5
CLTIND02469,dormant,599.81,14
CLTIND02470,dormant,1983.75,25
CLTIND02471,dormant,3676.08,12
CLTIND02472,dormant,2682.77,9
CLTIND02474,dormant,129163.58,10
CLTIND02475,dormant,5503.84,9
CLTIND02476,dormant,1361.44,18
CLTIND02477,dormant,430.1,9
CLTIND02478,dormant,289.5,6
CLTIND02479,dormant,3468.7,9
CLTIND02480,dormant,175.46,15
CLTIND02482,dormant,2398.66,12
CLTIND02483,dormant,6430.96,18
CLTIND02484,dormant,4827.1,17
CLTIND02486,dormant,359.24,9
CLTIND02488,dormant,2480.1,7
CLTIND02489,dormant,4380.48,11
CLTIND02490,dormant,1800.04,14
CLTIND02491,dormant,322.81,7
CLTIND02492,dormant,4648.06,11
CLTIND02493,dormant,645.48,5
CLTIND02494,dormant,884.44,9
CLTIND02495,dormant,1971.08,11
CLTIND02496,dormant,812.36,8
CLTIND02497,dormant,11445.34,7
CLTIND02500,dormant,1856.75,12
CLTIND02501,dormant,2049.23,3
CLTIND02502,dormant,2558.3,13
CLTIND02503,dormant,10836.67,11
CLTIND02504,dormant,10632.82,13
CLTIND02507,dormant,1901.92,15
CLTIND02508,dormant,9752.64,6
CLTIND02509,dormant,12192.05,5
CLTIND02510,dormant,9283.43,17
CLTIND02511,dormant,53657.48,18
CLTIND02512,dormant,2393.2,14
CLTIND02513,dormant,17317.82,17
CLTIND02514,dormant,890.14,20
CLTIND02515,dormant,17891.15,15
CLTIND02516,dormant,4050.97,5
CLTIND02517,dormant,4946.37,12
CLTIND02518,dormant,11319.01,4
CLTIND02521,dormant,664.42,10
CLTIND02522,dormant,15016.13,19
CLTIND02523,dormant,11060.99,18
CLTIND02524,dormant,4008.62,13
CLTIND02525,dormant,677.26,8
CLTIND02526,dormant,4734.08,9
CLTIND02527,dormant,1408.81,9
CLTIND02528,dormant,511.78,2
CLTIND02530,dormant,8369.66,6
CLTIND02531,dormant,10093.31,16
CLTIND02532,dormant,3324.33,5
CLTIND02534,dormant,5897.12,11
CLTIND02535,dormant,2642.69,2
CLTIND02536,dormant,1058.09,12
CLTIND02537,dormant,6050.54,8
CLTIND02538,dormant,2953.35,13
CLTIND02539,dormant,3282.44,4
CLTIND02540,dormant,1488.08,9
CLTIND02541,dormant,6583.75,7
CLTIND02542,dormant,3708.64,16
CLTIND02543,dormant,5351.27,19
CLTIND02544,dormant,1336.4,15
CLTIND02545,dormant,12238.18,24
CLTIND02546,dormant,9356.85,11
CLTIND02547,dormant,1283.46,6
CLTIND02548,dormant,1995.8,6
CLTIND02549,dormant,2684.04,19
CLTIND02550,dormant,3056.66,7
CLTIND02551,dormant,1555.39,11
CLTIND02552,dormant,17299.82,13
CLTIND02553,dormant,10311.32,11
CLTIND02554,dormant,2075.22,3
CLTIND02555,dormant,5205.31,6
CLTIND02556,dormant,679.99,4
CLTIND02557,dormant,4539.94,7
CLTIND02558,dormant,2205.03,18
CLTIND02559,dormant,1068.1,12
CLTIND02560,dormant,13594.89,8
CLTIND02562,dormant,2134.84,4
CLTIND02563,dormant,3361.48,13
CLTIND02564,dormant,24114.92,20
CLTIND02566,dormant,4002.83,17
CLTIND02567,dormant,2970.18,9
CLTIND02568,dormant,36498.9,10
CLTIND02569,dormant,2564.51,7
CLTIND02570,dormant,1380.35,9
CLTIND02571,dormant,26620.0,13
CLTIND02572,dormant,429.65,6
CLTIND02573,dormant,8001.93,17
CLTIND02574,dormant,961.82,7
CLTIND02575,dormant,39777.34,12
CLTIND02576,dormant,1017.43,7
CLTIND02577,dormant,321.09,14
CLTIND02578,dormant,617.4,10
CLTIND02579,dormant,5822.64,7
CLTIND02580,dormant,543.52,7
CLTIND02582,dormant,37679.43,8
CLTIND02583,dormant,52164.91,15
CLTIND02584,dormant,890.42,7
CLTIND02585,dormant,14798.81,10
CLTIND02586,dormant,6320.5,8
CLTIND02587,dormant,285.78,9
CLTIND02588,dormant,2850.05,12
CLTIND02589,dormant,1516.07,15
CLTIND02590,dormant,1711.94,10
CLTIND02591,dormant,10903.71,11
CLTIND02594,dormant,9916.16,5
CLTIND02595,dormant,11151.34,15
CLTIND02596,dormant,5433.58,10
CLTIND02597,dormant,1952.82,17
CLTIND02598,dormant,1465.07,3
CLTIND02599,dormant,22033.45,19
CLTIND02600,dormant,2519.7,3
CLTIND02601,dormant,5715.29,8
CLTIND02602,dormant,5563.06,10
CLTIND02603,dormant,10197.89,11
CLTIND02604,dormant,840.63,8
CLTIND02605,dormant,844.12,13
CLTIND02607,dormant,2467.64,8
CLTIND02608,dormant,3475.96,12
CLTIND02609,dormant,1378.83,10
CLTIND02611,dormant,3556.85,12
CLTIND02612,dormant,1766.16,20
CLTIND02613,dormant,85342.1,13
CLTIND02614,dormant,3262.25,15
CLTIND02615,dormant,1728.96,7
CLTIND02617,dormant,4802.88,5
CLTIND02618,dormant,17222.65,7
CLTIND02619,dormant,1659.71,19
CLTIND02620,dormant,3386.55,14
CLTIND02624,dormant,4131.08,11
CLTIND02625,dormant,3321.06,14
CLTIND02626,dormant,6482.59,12
CLTIND02627,dormant,29099.92,19
CLTIND02628,dormant,1426.43,4
CLTIND02629,dormant,5486.89,13
CLTIND02632,dormant,2355.85,4
CLTIND02633,dormant,1483.67,15
CLTIND02634,dormant,9025.2,4
CLTIND02635,dormant,4718.92,17
CLTIND02636,dormant,834.41,14
CLTIND02637,dormant,6187.28,12
CLTIND02638,dormant,16094.6,9
CLTIND02639,dormant,8888.44,10
CLTIND02640,dormant,5732.23,8
CLTIND02641,dormant,6374.78,6
CLTIND02642,dormant,1751.95,7
CLTIND02643,dormant,23360.69,9
CLTIND02644,dormant,5321.52,8
CLTIND02645,dormant,1253.18,10
CLTIND02646,dormant,1611.56,15
CLTIND02647,dormant,4898.6,17
CLTIND02648,dormant,7145.22,10
CLTIND02649,dormant,2796.54,18
CLTIND02650,dormant,3931.88,7
CLTIND02651,dormant,2211.37,11
CLTIND02652,dormant,1940.55,10
CLTIND02653,dormant,11632.6,9
CLTIND02654,dormant,593.5,6
CLTIND02656,dormant,7469.26,9
CLTIND02657,dormant,2473.01,8
CLTIND02658,dormant,638.19,4
CLTIND02659,dormant,3772.08,11
CLTIND02660,dormant,9851.0,9
CLTIND02661,dormant,1726.78,16
CLTIND02662,dormant,3519.25,22
CLTIND02663,dormant,18743.27,4
CLTIND02664,dormant,7835.17,5
CLTIND02665,dormant,2918.61,18
CLTIND02666,dormant,5559.4,9
CLTIND02667,dormant,27926.39,6
CLTIND02668,dormant,2215.29,4
CLTIND02669,dormant,11041.3,14
CLTIND02670,dormant,9069.66,21
CLTIND02671,dormant,2984.64,15
CLTIND02672,dormant,663.55,18
CLTIND02674,dormant,1631.88,10
CLTIND02676,dormant,13419.48,17
CLTIND02677,dormant,30838.52,23
CLTIND02679,dormant,18528.9,21
CLTIND02680,dormant,1771.65,6
CLTIND02681,dormant,21735.2,21
CLTIND02685,dormant,13860.7,13
CLTIND02686,dormant,1109.59,16
CLTIND02687,dormant,11793.74,21
CLTIND02688,dormant,1780.57,1
CLTIND02689,dormant,5956.21,6
CLTIND02690,dormant,3433.18,9
CLTIND02691,dormant,837.86,13
CLTIND02692,dormant,1558.38,3
CLTIND02693,dormant,5558.07,13
CLTIND02694,dormant,8385.73,7
CLTIND02695,dormant,5333.5,18
CLTIND02696,dormant,6226.29,13
CLTIND02697,dormant,3664.29,9
CLTIND02698,dormant,7451.14,7
CLTIND02699,dormant,1404.44,9
CLTIND02700,dormant,15579.61,4
CLTIND02701,dormant,605.5,10
CLTIND02703,dormant,11159.06,6
CLTIND02704,dormant,1804.17,10
CLTIND02705,dormant,9405.37,10
