client_id,segment,avg_monthly_balance,max_monthly_balance,txn_frequency_monthly,avg_txn_amount,days_since_last_txn
CLTIND02902,regular,4007.74,8980.85,16,1836.78,66
CLTIND02903,dormant,710.92,825.78,8,1751.1733333333334,23
CLTIND02904,regular,528.5,1086.02,24,3166.9833333333336,4
CLTIND02905,regular,2925.74,5410.51,16,3528.65,49
CLTIND02906,dormant,919.7,1057.68,6,2906.136,17
CLTIND02907,priority,19091.61,34730.46,14,6332.285,8
CLTIND02908,dormant,1418.01,3105.2,1,2979.866842105263,38
CLTIND02910,priority,16497.74,32870.31,15,539.64,16
CLTIND02911,priority,13698.11,16173.22,21,5242.6825,18
CLTIND02912,regular,2158.31,3504.05,16,3990.4525000000003,4
CLTIND02913,dormant,3695.84,4914.38,0,516.12,12
CLTIND02914,dormant,510.13,821.63,16,2440.085,98
CLTIND02915,dormant,213.59,339.96,8,2022.84,45
CLTIND02916,dormant,2540.95,5492.94,6,3056.79,4
CLTIND02917,dormant,10523.84,20677.72,6,2109.6133333333332,34
CLTIND02918,regular,4645.77,5629.75,15,3283.38,13
CLTIND02919,priority,5758.78,12575.48,16,1141.81,22
CLTIND02920,dormant,14025.48,25567.12,8,2523.0466666666666,12
CLTIND02921,regular,2872.86,5916.24,28,3231.60875,49
CLTIND02923,regular,4155.86,5993.23,16,3941.745,10
CLTIND02924,dormant,930.12,2050.04,2,1618.99,4
CLTIND02926,regular,15893.27,33435.15,14,2642.01,47
CLTIND02927,dormant,14835.67,27421.04,7,2820.684,3
CLTIND02928,regular,7877.72,17666.71,15,2360.9466666666667,37
CLTIND02929,regular,3594.9,4447.77,12,3977.58,88
CLTIND02931,dormant,1087.62,2437.75,4,534.12,22
CLTIND02932,dormant,2403.17,4406.89,4,1906.21,83
CLTIND02933,regular,5196.3,8686.24,10,3176.1966666666667,71
CLTIND02934,dormant,1420.09,1860.05,11,3391.3033333333333,148
CLTIND02935,regular,3840.32,8690.02,16,4434.67,33
CLTIND02937,dormant,2886.86,4929.99,6,2997.025,43
CLTIND02938,dormant,4439.33,7992.99,3,1300.66,76
CLTIND02939,dormant,12745.59,26370.49,7,2395.1283333333336,48
CLTIND02940,regular,1969.35,3598.24,10,1484.0225,18
CLTIND02942,regular,476.9,1157.5,19,3377.3433333333337,57
CLTIND02947,regular,945.46,1678.99,11,3378.897,15
CLTIND02949,dormant,4845.44,9649.92,6,5420.97,88
CLTIND02950,dormant,8180.37,16801.97,17,2674.1825,150
CLTIND02951,regular,3083.32,7563.31,13,2089.6355555555556,57
CLTIND02952,dormant,3260.94,4504.88,6,1841.935,58
CLTIND02953,dormant,441.72,917.1,8,2877.16,27
CLTIND02954,dormant,8877.95,22095.08,9,2964.7725,223
CLTIND02955,dormant,48363.11,67918.72,17,1350.5149999999999,115
CLTIND02956,regular,2388.67,2661.29,15,1746.6257142857141,45
CLTIND02957,dormant,4636.38,9290.61,5,2763.9828571428575,196
CLTIND02959,regular,6778.45,10619.02,12,5180.296666666666,84
CLTIND02960,dormant,6498.94,8281.76,5,6339.17,1
CLTIND02961,regular,9385.21,11377.94,9,4884.6575,13
CLTIND02962,dormant,2546.22,5330.2,12,4303.64,93
CLTIND02963,regular,2703.53,3026.82,12,2726.12,21
CLTIND02964,dormant,20135.06,40156.6,28,3806.065,119
CLTIND02965,dormant,809.91,1968.84,2,2075.3900000000003,75
CLTIND02966,regular,2805.96,5916.37,13,2007.7157142857143,10
CLTIND02967,regular,36766.29,73099.61,11,3788.075,46
CLTIND02968,regular,208.5,279.77,18,3856.88,7
CLTIND02969,regular,28713.34,45370.22,11,2373.672,38
CLTIND02971,regular,16730.07,20983.5,9,7011.09,76
CLTIND02972,regular,3292.13,7956.38,13,5317.1675,20
CLTIND02973,regular,1249.52,1645.94,12,3105.785,60
CLTIND02974,dormant,3130.32,3909.55,7,3937.78,33
CLTIND02975,dormant,869.67,1035.74,5,1588.89,64
CLTIND02976,regular,3723.7,7003.87,9,3016.31,23
CLTIND02977,dormant,4127.72,8733.84,5,5299.266666666666,123
CLTIND02978,regular,5690.12,12173.18,15,2877.4575,36
CLTIND02979,regular,1260.68,2135.36,20,4008.76,14
CLTIND02980,priority,6783.9,14716.0,17,3898.255833333333,22
CLTIND02983,dormant,1427.22,2043.54,8,4547.333333333333,15
CLTIND02984,dormant,221.35,334.48,5,2751.84,191
CLTIND02985,regular,20212.15,42054.91,12,2651.3866666666668,5
CLTIND02986,dormant,4228.99,9968.57,5,5575.39,26
CLTIND02987,regular,471.41,672.82,13,2646.1814285714286,7
CLTIND02989,regular,2303.26,3004.8,9,3867.0335714285716,36
CLTIND02990,regular,2032.73,3105.29,15,1793.35,6
CLTIND02991,regular,2254.68,3578.23,16,4451.663333333333,36
CLTIND02992,regular,2865.93,5850.44,11,3231.205,30
CLTIND02993,priority,13288.67,23960.51,22,4941.506666666667,15
CLTIND02995,dormant,1185.31,2472.4,15,4207.1025,110
CLTIND02996,dormant,1150.05,2711.14,4,1633.475,19
CLTIND02997,dormant,5291.54,9511.63,5,4146.116666666667,70
CLTIND02999,regular,11268.28,16361.0,18,2856.0711111111113,57
CLTIND03000,dormant,2190.15,3894.9,7,2441.523333333333,152
CLTIND03001,dormant,4046.56,5273.19,4,4324.548333333333,100
CLTIND03002,dormant,429.02,635.75,3,4258.075,22
CLTIND03005,regular,1781.4,3418.4,11,2016.76,45
CLTIND03006,dormant,7792.46,18776.8,3,8627.83,13
CLTIND03007,regular,2567.75,4227.72,11,3004.41,33
CLTIND03008,dormant,5597.98,9327.34,6,2773.3716666666664,14
CLTIND03009,dormant,4249.72,9338.85,10,4915.450000000001,148
CLTIND03010,regular,29134.41,63685.61,11,3390.33,54
CLTIND03011,dormant,229.16,565.07,8,3266.5214285714287,22
CLTIND03012,regular,2303.69,5364.07,15,2587.1800000000003,9
CLTIND03013,regular,1030.87,2243.74,12,2101.495,13
CLTIND03014,regular,1779.98,2389.24,11,8613.83,46
CLTIND03017,regular,54991.75,110832.26,9,5066.26,3
CLTIND03018,regular,27264.4,60425.09,13,3107.1583333333333,43
CLTIND03019,regular,9008.26,11548.71,19,3478.2877777777776,65
CLTIND03020,regular,7306.52,12843.78,9,2138.6566666666668,13
CLTIND03021,regular,121.84,304.35,18,1672.5025,48
CLTIND03022,dormant,3324.26,5280.32,20,3887.7799999999997,0
CLTIND03024,regular,1347.89,1977.33,10,2474.1655555555553,52
CLTIND03027,dormant,878.37,1313.9,6,2981.375,7
CLTIND03028,dormant,953.9,2168.63,4,3801.5950000000003,2
CLTIND03029,priority,7224.7,15972.05,18,2640.6,6
CLTIND03030,regular,4470.07,8588.39,11,2104.4,4
CLTIND03031,regular,357.8,641.01,10,4638.99,77
CLTIND03032,regular,708.88,1303.28,9,1348.37,74
CLTIND03033,dormant,1304.78,2699.43,7,1935.3055555555557,147
CLTIND03034,regular,3154.85,7860.8,11,556.615,9
CLTIND03035,regular,12155.05,16653.13,24,3641.09,45
CLTIND03036,dormant,2783.89,5640.28,7,2019.9779999999998,53
CLTIND03038,regular,3352.79,7494.9,15,2100.05,31
CLTIND03039,regular,2832.85,6712.07,16,1453.67,48
CLTIND03040,regular,1010.1,1498.66,17,3728.66,28
CLTIND03041,regular,27016.39,36278.75,11,2724.9866666666667,67
CLTIND03042,dormant,233.56,331.85,7,3183.808,10
CLTIND03043,regular,3106.97,4424.11,22,2423.8675,1
CLTIND03045,regular,20437.09,27454.39,13,1654.8666666666668,84
CLTIND03046,dormant,712.76,804.73,7,3253.9275,9
CLTIND03047,regular,6282.06,15300.9,12,3418.7480000000005,52
CLTIND03049,dormant,2091.08,4455.45,7,2932.798,2
CLTIND03051,dormant,8307.46,13449.09,4,2664.085,106
CLTIND03053,regular,2122.98,5233.39,9,2500.6719999999996,4
CLTIND03054,regular,964.97,2289.08,9,4021.91,1
CLTIND03055,regular,2049.47,2920.79,13,3844.906666666667,7
CLTIND03057,regular,427.76,824.13,11,2892.6275,29
CLTIND03058,priority,8300.03,18897.64,20,2256.88,16
CLTIND03060,dormant,5764.32,12803.81,16,3721.4566666666665,140
CLTIND03061,dormant,3142.19,7156.22,4,2913.5499999999997,9
CLTIND03062,priority,17853.12,44531.41,15,2339.9333333333334,21
CLTIND03065,dormant,800.36,942.28,8,4059.25,95
CLTIND03066,dormant,19761.34,47418.32,2,2096.81,77
CLTIND03067,regular,9271.64,19118.41,11,2450.465,47
CLTIND03068,regular,920.67,1409.38,13,3016.638,9
CLTIND03070,regular,4061.73,5832.12,10,3324.91,60
CLTIND03071,regular,1412.32,2954.17,9,5063.9575,12
CLTIND03073,dormant,1770.6,3558.19,7,4235.625,94
CLTIND03077,regular,4203.84,9321.06,22,3443.6549999999997,23
CLTIND03078,regular,1335.42,2621.13,14,2652.316,63
CLTIND03079,regular,2762.99,4855.79,16,4665.886666666666,35
CLTIND03080,regular,4488.22,10554.41,13,4638.42,33
CLTIND03081,priority,20775.25,49933.78,24,2317.29,1
CLTIND03082,regular,2834.23,4833.84,13,3243.3985714285714,82
CLTIND03083,regular,1048.26,2234.38,13,2086.2725,15
CLTIND03084,dormant,2606.58,4184.05,6,1311.27,72
CLTIND03086,regular,12625.91,28054.99,9,787.6700000000001,80
CLTIND03087,dormant,5752.54,6988.11,4,3628.756,40
CLTIND03088,dormant,6412.08,11674.67,8,2188.56,18
CLTIND03089,dormant,4376.86,9125.14,6,2280.273333333333,69
CLTIND03090,regular,2418.02,5402.14,16,3432.515,43
CLTIND03091,regular,9513.66,11287.78,34,1915.935,60
CLTIND03092,dormant,1842.93,3771.79,2,1183.88,207
CLTIND03093,dormant,430.85,513.73,2,4828.92,3
CLTIND03094,priority,11157.53,13382.66,24,3253.205,2
CLTIND03095,regular,1408.5,2868.94,11,5006.125,21
CLTIND03096,regular,836.45,1412.04,12,3181.3016666666667,77
CLTIND03097,dormant,2250.82,4697.07,11,2194.7366666666667,99
CLTIND03099,priority,7714.78,14217.49,17,2259.844,7
CLTIND03100,regular,1953.51,4386.89,18,2565.471666666667,17
CLTIND03102,dormant,19057.59,21888.07,4,4465.009999999999,100
CLTIND03104,regular,3581.62,7152.61,14,2312.161111111111,61
CLTIND03105,regular,4464.73,7897.52,17,3350.6850000000004,11
CLTIND03106,dormant,1501.45,3506.57,8,1730.9270000000001,89
CLTIND03107,dormant,5631.54,7076.02,6,4070.705,137
CLTIND03108,dormant,4894.58,6551.32,7,3618.47,2
CLTIND03109,regular,353.58,602.07,16,2701.035,12
CLTIND03110,regular,8722.06,14140.03,17,3315.045,31
CLTIND03111,dormant,6410.92,10120.31,8,3076.596153846154,29
CLTIND03112,dormant,8855.25,19650.83,8,2973.962857142857,196
CLTIND03113,regular,1786.72,2260.78,9,1764.97,2
CLTIND03114,dormant,3096.05,5090.72,5,1392.65,88
CLTIND03117,priority,6220.65,9497.99,18,4236.780000000001,10
CLTIND03119,dormant,6033.93,13511.86,5,1920.8,9
CLTIND03120,priority,4719.08,10711.14,14,3674.6522222222216,19
CLTIND03121,dormant,3495.73,8545.87,4,2745.355555555556,180
CLTIND03122,dormant,3948.71,8861.9,9,3064.33,139
CLTIND03123,dormant,11059.47,25841.36,10,3466.115,122
CLTIND03124,dormant,7672.15,16352.83,3,3743.7124999999996,38
CLTIND03125,regular,4087.58,8578.13,9,1519.3649999999998,20
CLTIND03126,dormant,1025.26,1623.09,7,2854.325,26
CLTIND03127,regular,2507.09,3715.39,12,3955.4825,19
CLTIND03128,regular,2058.99,4008.01,13,1786.8249999999998,39
CLTIND03129,regular,5762.04,10712.5,11,2293.0699999999997,62
CLTIND03130,dormant,3068.69,4756.36,6,4005.5875,14
CLTIND03132,priority,10624.1,26402.76,13,4153.395,20
CLTIND03133,priority,7757.94,16933.43,15,3573.683333333333,1
CLTIND03134,priority,8422.42,11490.12,15,4951.2625,15
CLTIND03135,regular,624.18,1002.95,15,2791.64,21
CLTIND03136,dormant,4650.35,9071.27,13,2880.07,107
CLTIND03137,regular,6972.47,11781.72,10,4834.43,1
CLTIND03138,regular,1438.21,3270.65,11,3741.7575,43
CLTIND03139,regular,536.0,806.22,13,2844.9266666666663,53
CLTIND03140,regular,4599.57,5485.58,17,3205.3424999999997,78
CLTIND03141,regular,4448.15,10320.02,9,2346.94,24
CLTIND03142,dormant,769.68,1672.04,11,2227.181666666667,144
CLTIND03143,dormant,6652.9,8373.44,8,5858.28,15
CLTIND03145,regular,5133.55,7200.76,18,3495.87,46
CLTIND03146,dormant,520.71,1208.36,8,2466.22,40
CLTIND03147,regular,202.34,294.44,9,3155.33,26
CLTIND03149,priority,30982.08,37799.3,17,2226.4199999999996,9
CLTIND03151,regular,1464.29,3456.81,14,3021.5641666666666,1
CLTIND03152,priority,4497.0,11059.35,13,1613.55,29
CLTIND03153,regular,1036.3,1745.2,14,3377.65,70
CLTIND03154,regular,1925.85,3757.87,14,2998.12,83
CLTIND03155,regular,5731.4,8464.55,15,3900.746666666667,51
CLTIND03156,regular,1566.49,2115.15,15,3274.808333333334,2
CLTIND03157,priority,11291.18,16769.73,18,3978.48,4
CLTIND03158,regular,1529.64,2341.51,16,579.46,9
CLTIND03159,regular,2430.35,4362.49,9,4884.92,77
CLTIND03160,regular,54389.95,102718.37,13,1140.3666666666668,46
CLTIND03161,regular,1114.53,1640.63,24,5194.264999999999,7
CLTIND03163,dormant,4187.22,5740.16,11,2322.0445454545456,116
CLTIND03165,regular,2798.62,5916.09,14,3077.7599999999998,6
CLTIND03169,dormant,1611.02,2589.81,4,3571.4325,40
CLTIND03170,regular,35985.75,73144.6,12,4569.073333333334,11
CLTIND03172,dormant,1789.98,2782.54,6,4405.905,23
CLTIND03174,dormant,2424.71,4963.98,7,3048.69625,23
CLTIND03175,regular,2335.03,4422.77,14,3310.76,24
CLTIND03176,dormant,3985.35,7382.1,8,3561.996428571429,78
CLTIND03177,dormant,5582.44,9329.34,5,1749.262,60
CLTIND03178,dormant,986.53,2096.54,5,3208.83,30
CLTIND03180,regular,655.33,1458.67,10,3354.4125000000004,5
CLTIND03181,dormant,3750.19,6539.82,5,2368.48,23
CLTIND03182,regular,512.12,1136.07,15,669.88,79
CLTIND03184,regular,5446.34,6228.47,10,3225.55625,64
CLTIND03185,regular,22371.84,29643.93,16,3612.8,53
CLTIND03186,dormant,13517.65,22488.26,12,2029.9216666666664,141
CLTIND03187,dormant,2056.19,3680.94,5,2366.6533333333336,19
CLTIND03188,regular,2789.05,6249.48,13,3080.5919999999996,20
CLTIND03189,dormant,243.66,387.9,7,3982.88,78
CLTIND03190,regular,7141.2,14480.01,12,3554.096,32
CLTIND03191,dormant,57011.37,70143.34,5,3984.3585714285714,5
CLTIND03194,regular,22899.29,31674.57,10,2764.3050000000003,30
CLTIND03195,regular,653.8,806.91,19,1934.65,21
CLTIND03196,dormant,2849.83,3402.24,8,6774.55,66
CLTIND03197,dormant,9241.17,16888.16,7,3216.7318181818187,5
CLTIND03199,regular,19990.81,31793.49,15,1827.555,44
CLTIND03200,dormant,3534.12,5722.74,6,3119.04,77
CLTIND03202,dormant,1981.15,3220.6,12,5668.16,137
CLTIND03204,dormant,1979.68,2735.99,7,1865.09,11
CLTIND03205,regular,1281.59,1866.62,15,1620.91,9
CLTIND03206,regular,4424.37,7386.55,14,3482.5,6
CLTIND03207,regular,1910.21,2772.92,14,2856.486666666667,8
CLTIND03208,regular,2577.1,5600.47,14,5496.5,25
CLTIND03209,dormant,16792.11,30139.21,10,2446.6400000000003,106
CLTIND03210,regular,9520.75,17355.89,12,2796.5022222222224,30
CLTIND03211,dormant,7269.8,13715.73,8,4457.15,8
CLTIND03212,priority,12351.66,28732.85,22,1952.2428571428572,5
CLTIND03213,dormant,4567.23,9810.66,3,6553.53,120
CLTIND03214,dormant,2146.37,3999.15,6,3273.1275,3
CLTIND03215,regular,1141.9,1655.52,34,3035.91,8
CLTIND03216,priority,4908.61,11162.02,15,2049.103333333333,21
CLTIND03217,regular,6602.83,15192.33,11,2974.416,1
CLTIND03218,priority,6413.15,13822.03,13,1563.43,2
CLTIND03219,dormant,704.99,931.4,6,3245.066666666667,61
CLTIND03220,dormant,2037.87,4538.43,4,2471.478,48
CLTIND03221,dormant,8972.28,15552.08,7,3471.1316666666667,4
CLTIND03222,regular,3005.1,5480.11,15,3920.9150000000004,15
CLTIND03223,regular,903.39,1929.1,10,3443.39,88
CLTIND03224,regular,1692.75,1925.56,26,1369.8000000000002,33
CLTIND03225,priority,10058.94,19880.34,14,2995.4,13
CLTIND03227,dormant,4622.36,7696.98,6,3046.005,33
CLTIND03228,dormant,5173.78,12674.89,6,591.18,32
CLTIND03230,dormant,1177.88,2849.31,12,1510.65,0
CLTIND03231,priority,11866.94,20124.12,21,3575.7333333333336,18
CLTIND03233,regular,7616.85,11039.47,9,3585.179,29
CLTIND03234,regular,1273.36,2985.9,17,2744.265,20
CLTIND03235,regular,9209.02,22092.52,22,2155.14,41
CLTIND03236,regular,1255.08,2815.95,12,2540.2625,6
CLTIND03238,dormant,1208.58,2732.32,6,2899.0428571428574,27
CLTIND03239,regular,4850.71,7001.13,10,4482.175,14
CLTIND03240,regular,814.96,953.23,12,2302.253333333333,8
CLTIND03241,regular,7796.26,14974.34,9,2173.25,8
CLTIND03242,regular,1953.76,2551.69,15,3453.9950000000003,3
CLTIND03243,regular,3068.18,4682.71,15,1663.69,66
CLTIND03244,regular,2220.05,5047.54,20,3141.7250000000004,63
CLTIND03247,priority,15455.45,19792.11,17,1806.275,12
CLTIND03248,priority,6215.44,10302.83,16,2124.87,3
CLTIND03249,regular,4022.27,7053.88,9,2590.3933333333334,27
CLTIND03250,regular,10507.89,20644.49,11,485.17,4
CLTIND03251,regular,1740.72,3273.13,11,2302.785,4
CLTIND03252,regular,2530.6,6229.32,9,4290.785,42
CLTIND03253,regular,4764.17,7410.78,11,2766.475,16
CLTIND03254,regular,14470.42,28834.98,12,5966.945,15
CLTIND03255,dormant,1861.28,4239.45,3,3227.974,92
CLTIND03256,regular,3211.33,7442.76,16,3309.5125,21
CLTIND03257,regular,209.21,511.63,21,3217.0775,2
CLTIND03258,regular,23118.07,47268.23,15,268.87,71
CLTIND03260,regular,3291.42,6074.48,13,1646.5025,3
CLTIND03261,regular,3135.83,3512.63,12,4774.356666666667,60
CLTIND03262,regular,493.85,1187.78,15,4548.77,24
CLTIND03263,dormant,1718.96,4216.1,8,4234.08,47
CLTIND03264,regular,2283.78,3812.29,10,5688.4580000000005,6
CLTIND03265,regular,3410.12,6115.1,11,2447.891666666667,1
CLTIND03266,regular,4889.08,11122.26,12,1340.545,12
CLTIND03267,regular,389.77,656.1,17,3806.3599999999997,85
CLTIND03269,regular,2109.46,5151.34,11,2048.0455555555554,21
CLTIND03271,regular,14108.43,28139.01,10,2481.6575,47
CLTIND03272,priority,67846.34,108178.48,13,2283.72875,30
CLTIND03274,regular,5541.14,11137.52,10,3812.536,15
CLTIND03275,regular,1196.99,2498.0,12,2256.561,33
CLTIND03276,priority,5620.07,11493.64,13,2671.34375,8
CLTIND03277,dormant,1219.43,1783.01,8,4194.0425000000005,68
CLTIND03278,regular,2429.7,3038.84,14,2960.352,1
CLTIND03279,dormant,2487.35,3548.41,5,1366.0275000000001,22
CLTIND03281,regular,1386.01,1580.45,12,3305.98,36
CLTIND03282,dormant,5577.42,13763.93,8,2738.06,124
CLTIND03283,regular,6923.4,8125.17,21,1238.3700000000001,27
CLTIND03284,dormant,11192.99,23335.4,3,5822.075,35
CLTIND03285,regular,16293.13,28589.85,11,4478.992,32
CLTIND03287,regular,13202.94,19000.37,18,1937.15,33
CLTIND03290,regular,1599.31,1999.64,12,1459.0266666666666,51
CLTIND03291,dormant,3470.76,7011.11,10,2657.606,131
CLTIND03292,priority,5728.7,10971.07,15,3420.85,3
CLTIND03293,regular,4047.81,7751.0,11,3071.3700000000003,79
CLTIND03294,regular,739.68,1740.63,12,3063.92,84
CLTIND03295,regular,6955.72,12337.94,13,1241.07,39
CLTIND03296,regular,16879.52,38546.44,22,4243.09,49
CLTIND03297,dormant,1445.44,3328.09,7,5312.365,91
CLTIND03298,priority,34939.63,42736.7,17,2279.02,2
CLTIND03299,regular,5220.66,6049.98,9,2987.31,38
CLTIND03300,dormant,2526.76,4427.27,6,4887.85,98
CLTIND03301,regular,6607.17,14121.59,17,3102.1000000000004,37
CLTIND03302,dormant,4442.05,10265.64,7,3261.36,69
CLTIND03303,regular,3259.33,7392.56,13,3125.7533333333336,82
CLTIND03305,regular,5822.49,11101.05,19,1229.0,87
CLTIND03306,regular,213.74,509.18,12,4083.365,25
CLTIND03308,dormant,3637.63,8083.8,8,4724.2,2
CLTIND03309,regular,11559.68,17547.41,11,4608.48,5
CLTIND03310,dormant,3040.37,5055.88,4,1727.04,18
CLTIND03311,dormant,1523.37,3411.33,6,4258.485000000001,56
CLTIND03312,dormant,1210.85,2812.31,7,3208.365,45
CLTIND03313,dormant,168.9,255.04,8,2155.887142857143,44
CLTIND03314,dormant,1494.97,3420.99,7,3372.19,74
CLTIND03315,regular,2030.22,2484.35,16,3336.23,11
CLTIND03316,dormant,10307.42,12028.54,5,1412.872,9
CLTIND03317,priority,10728.68,25366.97,19,2591.6325,8
CLTIND03318,priority,8239.93,11540.56,13,3816.096,3
CLTIND03319,dormant,12343.76,22534.41,19,2866.1225,131
CLTIND03320,regular,1981.41,4175.39,11,1285.71,22
CLTIND03321,regular,3379.1,8367.47,14,1986.69,70
CLTIND03322,regular,1226.49,2204.66,10,2724.0266666666666,3
CLTIND03323,regular,25948.28,36406.56,9,2789.756,37
CLTIND03324,regular,6072.07,12679.5,12,1298.1975,6
CLTIND03325,dormant,13525.85,26967.41,8,3364.654,72
CLTIND03326,dormant,5050.31,12030.07,9,5011.89,230
CLTIND03327,dormant,2373.82,3809.28,1,1969.8400000000001,97
CLTIND03328,dormant,4398.6,5470.05,7,5382.508,37
CLTIND03330,dormant,15080.11,29154.43,11,5392.573333333333,101
CLTIND03331,regular,6007.41,11858.17,12,3558.7681818181813,8
CLTIND03332,regular,8374.92,14586.32,10,8821.12,31
CLTIND03333,regular,13664.32,24533.32,9,4951.155000000001,21
CLTIND03334,regular,4934.62,8553.23,18,2198.6575000000003,23
CLTIND03335,dormant,9420.83,19303.74,14,4695.738333333334,162
CLTIND03338,regular,1297.06,2085.48,12,4765.39,78
CLTIND03339,regular,3676.3,4861.63,11,2651.626,22
CLTIND03340,dormant,1966.73,3152.36,8,1021.8599999999999,18
CLTIND03341,regular,1957.17,3555.41,9,504.94,7
CLTIND03342,regular,6956.45,14664.05,9,2289.933636363636,22
CLTIND03343,regular,8841.44,13562.65,11,2507.103333333333,36
CLTIND03344,regular,1772.23,2119.89,24,4193.925,60
CLTIND03345,dormant,7641.9,11801.74,4,3356.5550000000003,22
CLTIND03346,dormant,280.41,503.45,7,3207.34,66
CLTIND03349,regular,1344.85,1958.48,10,2777.186666666667,9
CLTIND03350,regular,1597.38,3606.09,9,4461.64,13
CLTIND03351,dormant,1165.06,1991.44,7,3684.065,14
CLTIND03352,dormant,1126.65,1511.46,7,1788.7966666666669,3
CLTIND03353,regular,339.78,835.81,10,1258.2,20
CLTIND03354,dormant,1151.23,2373.87,6,878.9333333333334,49
CLTIND03355,regular,2422.94,3687.01,11,4655.0650000000005,27
CLTIND03356,regular,1659.78,2194.58,14,1664.035,11
CLTIND03357,regular,5588.18,7773.78,27,3470.8550000000005,51
CLTIND03360,regular,1711.75,2282.33,17,5968.16,24
CLTIND03363,regular,6379.53,14420.42,19,4829.255,49
CLTIND03364,dormant,2537.09,6041.26,7,1269.9533333333331,13
CLTIND03366,dormant,2638.83,5812.17,7,1105.45,60
CLTIND03367,regular,3695.6,8421.59,12,2602.04,25
CLTIND03368,priority,28770.12,67165.5,14,2246.47,3
CLTIND03369,priority,4973.01,11806.35,16,3561.115,1
CLTIND03370,dormant,1779.4,2252.61,4,2941.3374999999996,18
CLTIND03371,dormant,814.09,1083.62,17,2620.6499999999996,176
CLTIND03374,regular,1218.11,3039.47,10,2243.905,7
CLTIND03375,dormant,527.54,1032.98,11,4465.58,0
CLTIND03376,priority,36817.89,47042.18,22,7232.81,30
CLTIND03377,regular,9292.54,14615.98,12,2888.3540000000003,36
CLTIND03378,regular,930.38,1365.1,13,1847.645,59
CLTIND03379,regular,1439.02,2399.23,12,2062.0225,20
CLTIND03380,dormant,4491.63,10156.39,6,1323.6033333333332,56
CLTIND03381,regular,6428.94,11120.63,10,3569.612,37
CLTIND03382,regular,6553.91,8112.46,26,2894.8333333333335,30
CLTIND03383,dormant,4313.01,4876.85,8,2969.33,115
CLTIND03384,regular,266.34,501.71,12,2640.5299999999997,9
CLTIND03386,regular,2872.93,6953.24,15,3392.56,39
CLTIND03387,dormant,7815.22,12665.32,7,5054.5525,37
CLTIND03388,dormant,833.01,1833.82,8,3325.523846153846,9
CLTIND03389,regular,3098.5,5661.02,22,2558.606,45
CLTIND03390,regular,8342.27,18645.33,15,5168.87,53
CLTIND03392,dormant,3454.22,8044.77,2,3736.952857142857,30
CLTIND03393,priority,9731.87,23685.88,17,2778.6228571428574,14
CLTIND03394,dormant,7072.64,16659.23,8,2871.922,26
CLTIND03395,dormant,9187.76,15762.66,6,2792.215,99
CLTIND03396,dormant,286.63,679.78,8,3878.9300000000003,169
CLTIND03397,dormant,4137.25,9260.46,7,4066.4542857142856,21
CLTIND03398,regular,13232.98,32241.65,11,4283.5199999999995,21
CLTIND03399,dormant,1628.18,3757.8,6,2945.4925000000003,15
CLTIND03402,dormant,3981.2,9047.15,8,3180.76,54
CLTIND03403,dormant,1144.89,2751.43,4,2510.575,85
CLTIND03404,regular,5366.34,7372.45,17,2802.6266666666666,20
CLTIND03405,regular,7797.51,17506.09,14,3011.66,76
CLTIND03406,dormant,834.93,2045.21,6,4041.6800000000003,15
CLTIND03407,priority,40070.71,90961.45,13,3311.7584615384617,6
CLTIND03408,regular,943.16,1189.53,10,1874.8166666666666,49
CLTIND03409,regular,1571.55,2961.24,12,2388.976666666667,29
CLTIND03410,regular,4828.07,8725.1,11,3552.424166666666,1
CLTIND03411,regular,1288.08,2208.75,12,6271.575,1
CLTIND03412,regular,2458.69,5207.1,9,3623.4925,44
CLTIND03413,priority,10071.3,15744.44,15,5006.8966666666665,27
CLTIND03415,regular,24001.0,55125.8,16,3632.933333333333,40
CLTIND03417,regular,8533.07,19907.2,10,3334.315,71
CLTIND03418,dormant,985.7,1827.45,5,3519.545,4
CLTIND03419,dormant,4776.12,5918.42,6,2465.8475,110
CLTIND03420,priority,12616.75,17360.48,13,3320.46,21
CLTIND03421,regular,2005.16,4300.87,23,3325.5,15
CLTIND03422,regular,2872.58,5101.58,23,2478.368,31
CLTIND03423,regular,2784.45,5121.92,12,3138.63,2
CLTIND03424,dormant,3667.53,8560.19,8,3347.281111111111,5
CLTIND03425,regular,5285.07,9004.84,9,3729.815555555555,25
CLTIND03426,dormant,3828.19,5484.87,8,4524.233333333334,38
CLTIND03427,regular,3081.84,7226.26,14,1679.5433333333333,16
CLTIND03428,regular,1192.42,1340.4,11,1908.395,7
CLTIND03429,regular,587.9,877.23,14,2384.2066666666665,19
CLTIND03430,dormant,5967.9,9307.99,7,5470.655,2
CLTIND03432,dormant,804.7,1246.55,11,3282.8,109
CLTIND03433,regular,5930.73,13608.34,9,2320.2709999999997,19
CLTIND03434,priority,9256.22,17856.36,17,3020.8483333333334,2
CLTIND03437,regular,1777.7,3232.57,14,2085.1675,18
CLTIND03438,priority,7530.85,11037.46,20,1994.6299999999999,14
CLTIND03440,priority,28744.96,37022.77,15,645.95,15
CLTIND03441,priority,6152.36,14474.68,15,2287.71,18
CLTIND03442,dormant,6382.66,11080.47,7,2064.665,81
CLTIND03443,regular,9606.21,14536.59,10,3548.531666666667,2
